PC1,PC2,PC3,PC4
0.4755741022151072,0.2032939919828354,-0.1422879784349616,0.03779562499321055
0.39752927845546915,-0.18348191157072113,-0.2923870646944325,0.13665260684580766
0.03683539052514846,0.04567442685122761,-0.12720662947762035,0.1360122854374291
0.2650561031630397,-0.4627706160800956,-0.02364034062886646,-0.11585996347400677
-0.32077894981025884,0.02127771021524994,0.1275840580116267,-0.03694935802926037
-0.2732866922327538,0.004889594384832576,-0.15665990409920627,0.04222142638796502
-0.32093977418180436,0.011693479396911304,-0.19050445755259987,0.029999848787642246
0.47134378336018046,0.007823647781502302,0.06185743883548132,0.19505110234771328
-0.3687929249757386,0.3528957692521853,0.10273114387930264,0.1374490623745213
0.7757307475034637,-0.10335671103649284,0.26427525347029057,-0.13242524173234577
0.0823891489703526,0.34310454772784493,0.16993977097959892,-0.22832385939437097
-0.20143945255477946,-0.5978008266830924,-0.022231208688051105,-0.09762273788350673
0.17063649192554992,0.24912508173502584,-0.19894443511958776,0.24627079579447547
-0.01718623692191964,-0.5747953211662731,-0.13065058852243475,0.003753806668635915
-0.22469276240625685,0.2903768793762553,0.030942155523490788,0.07017714981181977
-0.17059578711167345,0.16665231678461426,-0.18512520949491476,-0.04773056596080881
0.34551953107673317,0.46516811223771204,0.10320607070225668,-0.2684791956056274
-0.3212286443180247,0.2022874609020634,0.09987970297165553,-0.18121149905631498
0.5698559871959018,0.032041752124581,0.38237564502106597,0.07192189599183985
-0.04823115979469333,-0.4108596691058017,-0.19465076293293407,-0.23881879803613884
0.7485878972167592,-0.2578200900270254,0.05317944269886432,-0.14451757823053407
-0.012351381433102448,0.31919105251375024,-0.06746203014806579,0.214799747092621
-0.061482181728085374,0.1559250304771484,-0.17650430023411046,0.16517282303627828
0.16281337302628499,0.05493884884335844,-0.04925300182748412,-0.0720032823546652
-0.14412572831137807,-0.4235223654976389,0.10580167186132544,-0.012913340014321619
0.7678407610347064,-0.1214128963535225,-0.2636207212349076,0.003452715236606133
-0.23816967091349603,-0.07856501747485982,-0.1092117682336236,0.046250010273983046
-0.03311239256191115,-0.23829162851966348,-0.1924130856928067,-0.02157128654207546
-0.1751336450147751,-0.39987414755059436,0.4907291089551239,0.04884754818996403
-0.2246924743218816,-0.28926573280031603,0.278097264970231,-0.07141376872081935
