danceability,energy,valence,tempo,loudness,acousticness
0.562,0.939,0.684,116.044,-4.282,0.046
0.598,0.7859999999999999,0.456,95.021,-5.572,0.00256
0.644,0.8079999999999999,0.175,174.98,-7.268,0.0467
0.748,0.7879999999999999,0.884,120.076,-7.055,0.0591
0.636,0.815,0.636,123.063,-5.098,0.0185
0.467,0.757,0.383,131.993,-3.01,0.0866
0.6859999999999999,0.609,0.7190000000000001,127.736,-11.469,0.258
0.613,0.8220000000000001,0.5760000000000001,116.981,-3.995,0.183
0.629,0.677,0.627,132.783,-7.239,0.122
0.564,0.959,0.8290000000000001,101.237,-13.125,0.0149
0.6609999999999999,0.84,0.5710000000000001,128.054,-2.84,0.0167
0.493,0.95,0.16899999999999998,113.107,-3.567,0.066
0.545,0.488,0.447,118.118,-10.95,0.75
0.542,0.45,0.626,144.437,-9.931,0.5579999999999999
0.61,0.903,0.6509999999999999,100.978,-3.9,0.422
0.5660000000000001,0.664,0.4370000000000001,128.945,-5.303,0.634
0.573,0.902,0.8759999999999999,84.412,-7.638,0.018000000000000002
0.5660000000000001,0.755,0.445,101.006,-5.526,0.0338
0.614,0.93,0.508,159.262,-4.977,0.00515
0.4970000000000001,0.285,0.667,154.7,-14.537,0.643
0.669,0.8540000000000001,0.706,120.035,-5.899,0.0653
0.7290000000000001,0.35600000000000004,0.392,95.026,-13.743,0.0916
0.523,0.861,0.34600000000000003,127.049,-3.447,0.0336
0.7979999999999999,0.5429999999999999,0.532,115.094,-6.257999999999999,0.0133
0.596,0.851,0.612,202.049,-4.245,0.0358
0.68,0.877,0.922,108.674,-10.241,0.191
0.445,0.706,0.768,80.82300000000002,-9.803,0.234
0.664,0.194,0.443,129.863,-15.487,0.909
0.5670000000000001,0.916,0.7340000000000001,169.96599999999995,-2.3,0.13
0.63,0.415,0.521,107.005,-12.544,0.815
0.236,0.578,0.227,75.367,-5.477,0.327
0.596,0.448,0.7959999999999999,83.29299999999998,-9.616,0.365
0.634,0.838,0.541,95.011,-5.363,0.0531
0.308,0.769,0.488,81.85300000000002,-7.256,0.0331
0.753,0.657,0.4370000000000001,107.01,-3.0610000000000004,0.171
0.868,0.644,0.785,97.933,-10.987,0.159
0.294,0.294,0.18,75.217,-9.848,0.9
0.753,0.59,0.593,123.028,-4.144,0.259
0.458,0.752,0.5579999999999999,168.81799999999996,-10.64,0.0161
0.304,0.157,0.43,159.452,-20.845,0.8320000000000001
0.389,0.396,0.585,171.86,-7.999,0.887
0.218,0.457,0.234,85.089,-6.898,0.868
0.453,0.159,0.18,75.682,-11.474,0.991
0.636,0.887,0.35,107.984,-4.354,0.00257
0.205,0.255,0.0377,68.685,-13.78,0.952
0.677,0.721,0.917,87.181,-8.2,0.6970000000000001
0.435,0.466,0.6459999999999999,92.516,-10.856,0.158
0.687,0.63,0.926,110.051,-10.817,0.251
0.606,0.0977,0.551,105.593,-15.668,0.962
0.8140000000000001,0.482,0.615,148.404,-10.493,0.0111
0.764,0.887,0.72,118.427,-3.726,0.0816
0.605,0.8220000000000001,0.28800000000000003,167.997,-4.833,0.00671
0.69,0.7140000000000001,0.489,112.009,-5.948,0.0077
0.502,0.89,0.259,133.52,-5.175,0.000147
0.504,0.705,0.5670000000000001,108.965,-6.1789999999999985,0.00121
0.726,0.449,0.294,130.388,-9.206,0.487
0.544,0.265,0.7,133.83700000000002,-11.952,0.848
0.537,0.7,0.695,117.111,-6.852,0.142
0.391,0.441,0.513,76.524,-9.876,0.573
0.745,0.498,0.763,106.993,-12.887,0.183
0.56,0.936,0.371,112.96,-5.835,0.00847
0.625,0.7859999999999999,0.537,119.982,-3.814,0.0343
0.5710000000000001,0.502,0.316,98.058,-14.405,0.0158
0.584,0.7120000000000001,0.28600000000000003,126.043,-4.311,0.0112
0.431,0.723,0.189,130.547,-5.8870000000000005,0.145
0.217,0.0993,0.0735,124.772,-20.726,0.96
0.6890000000000001,0.412,0.537,126.754,-7.523,0.488
0.6890000000000001,0.684,0.6920000000000001,107.989,-4.561,0.00284
0.397,0.207,0.268,171.282,-13.155,0.701
0.5870000000000001,0.133,0.068,102.938,-15.151,0.18600000000000005
0.818,0.799,0.0815,100.014,-4.1,0.00107
0.5429999999999999,0.912,0.836,103.731,-10.71,0.00162
0.578,0.583,0.519,135.986,-13.416,0.0548
0.526,0.895,0.655,101.016,-5.407,0.0603
0.635,0.909,0.639,110.005,-4.796,0.00384
0.873,0.855,0.884,107.868,-8.559,0.179
0.225,0.618,0.5670000000000001,144.724,-9.922,0.00137
0.768,0.799,0.266,127.941,-9.19,0.0159
0.501,0.825,0.8140000000000001,106.923,-7.502999999999999,0.505
0.334,0.397,0.225,129.127,-10.313,0.6579999999999999
0.871,0.701,0.716,126.975,-5.5939999999999985,0.257
0.424,0.967,0.6759999999999999,180.974,-3.688,0.000155
0.899,0.504,0.537,129.89,-6.757999999999999,0.826
0.784,0.893,0.8190000000000001,118.738,-5.153,0.3
0.268,0.459,0.172,64.223,-6.948,0.378
0.378,0.638,0.735,184.086,-5.5760000000000005,0.02
0.706,0.322,0.305,135.154,-14.108,0.528
0.6609999999999999,0.908,0.6559999999999999,144.091,-4.897,0.052000000000000005
0.378,0.677,0.648,106.071,-8.63,0.0635
0.39,0.151,0.0827,143.421,-16.492,0.966
0.8420000000000001,0.693,0.926,116.456,-9.85,0.114
0.376,0.321,0.3,86.56200000000003,-11.771,0.7709999999999999
0.453,0.987,0.316,123.544,-4.485,0.0195
0.274,0.138,0.141,84.454,-15.464,0.969
0.381,0.0919,0.573,141.495,-21.96,0.828
0.542,0.915,0.92,159.81,-9.637,0.319
0.6829999999999999,0.772,0.737,123.871,-7.907,0.0222
0.642,0.397,0.7979999999999999,84.064,-16.842,0.461
0.516,0.15,0.205,97.398,-20.41,0.13
0.6459999999999999,0.758,0.424,91.998,-4.34,0.191
0.6459999999999999,0.758,0.424,91.998,-4.34,0.191
0.425,0.462,0.36,91.697,-9.91,0.442
0.459,0.349,0.805,206.662,-11.557,0.799
0.5529999999999999,0.5760000000000001,0.457,109.827,-13.458,0.191
0.3,0.88,0.563,207.92,-4.573,1.3699999999999998e-05
0.7759999999999999,0.68,0.962,92.481,-10.088,0.179
0.4,0.602,0.0964,74.142,-6.988,0.353
0.474,0.7070000000000001,0.224,83.235,-4.534,0.0831
0.649,0.718,0.718,101.034,-6.593,0.142
0.392,0.185,0.145,64.933,-15.472,0.612
0.6809999999999999,0.8390000000000001,0.919,148.39,-7.067,0.0477
0.7020000000000001,0.841,0.271,134.91899999999998,-9.837,0.256
0.675,0.5539999999999999,0.887,128.529,-8.388,0.693
0.202,0.835,0.6609999999999999,156.88299999999995,-11.04,0.00383
0.392,0.629,0.72,124.511,-7.056,0.718
0.627,0.643,0.466,92.006,-6.086,0.0135
0.645,0.935,0.43,107.003,-2.749,0.0592
0.875,0.481,0.812,128.987,-4.912,0.0723
0.633,0.535,0.638,89.103,-9.383,0.285
0.429,0.6609999999999999,0.285,173.372,-7.227,0.00239
0.434,0.491,0.343,118.44,-5.9910000000000005,0.789
0.332,0.635,0.261,186.249,-5.653,0.159
0.535,0.579,0.555,109.536,-11.918,0.57
0.7509999999999999,0.501,0.902,167.05700000000004,-12.151,0.234
0.454,0.946,0.647,138.18,-5.978,0.0223
0.7909999999999999,0.7340000000000001,0.962,105.854,-5.464,0.522
0.464,0.478,0.409,109.055,-11.331,0.8109999999999999
0.631,0.59,0.927,130.145,-12.138,0.00367
0.654,0.773,0.904,114.857,-9.689,0.0574
0.61,0.653,0.436,134.941,-7.28,0.0118
0.53,0.55,0.208,139.98,-6.631,0.00747
