TITLE,ARTIST,ID,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Runaway,Kanye West,3DK6m7It6Pw857FcQftMds,0.374,0.568,-3.825,0.109,0.219,0.00219,0.513,0.111,84.733
Runnin' (Lose It All),Naughty Boy,5yZvaUVyuXfSVUaMumFi6l,0.319,0.846,-6.109,0.0796,0.0103,4.11e-05,0.475,0.0784,139.163
S.O.B.,Nathaniel Rateliff & the Night Sweats,1VPUpUwtbpoRVXt0txVU0w,0.699,0.579,-6.504,0.0416,0.267,0.00602,0.452,0.128,109.948
Sabotage,Beastie Boys,0Puj4YlTm6xNzDDADXHMI9,0.324,0.938,-7.332,0.102,0.032,0.0321,0.0961,0.543,168.131
Safe and Sound,Capital Cities,6Z8R6UsFuGXGtiIxiD8ISb,0.655,0.819,-4.852,0.0316,0.000176,0.00374,0.104,0.766,117.956
Sale El Sol,Shakira,1DJxR9NMQ14fv1WK0pHodt,0.698,0.686,-5.925,0.0293,0.155,0.0,0.103,0.257,119.006
Santa Baby,Eartha Kitt,1vZKP9XURuqMp1SpXGnoyb,0.704,0.103,-15.056,0.0607,0.897,0.0,0.192,0.468,84.475
Savior,Iggy Azalea,1rMo0Fuv4vYRGT78bZQohI,0.784,0.661,-6.181,0.0929,0.0681,1.19e-05,0.103,0.649,100.07
Saw Lightning,Beck,0JeNWvckrkYpR8cY5A4Phs,0.675,0.911,-5.075,0.0449,0.0502,0.0488,0.0736,0.849,120.016
Sax,Fleur East,20dJUFrfY0TBZ7HHhJgjsg,0.728,0.892,-5.172,0.126,0.0144,0.0,0.469,0.826,117.976
Say I Wanna Know,Nick Waterhouse,4tmAywglGXw3nAIx709zKy,0.638,0.559,-6.589,0.0488,0.437,0.0,0.0956,0.6,63.156
Say Something,A Great Big World,6Vc5wAMmXdKIAM7WUoEb7N,0.407,0.147,-8.822,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284
School's Out,Alice Cooper,5Z8EDau8uNcP1E8JvmfkZe,0.294,0.745,-9.138,0.0461,0.05,0.125,0.676,0.347,134.364
Scorpio Rising,Death in Vegas,7kJ5bBs3z7I3LlvedHXyh1,0.186,0.682,-8.737,0.0441,0.106,0.0942,0.935,0.19,166.084
Scream & Shout,will.i.am,2iJuuzV8P9Yz0VSurttIV5,0.772,0.685,-6.849,0.0696,0.019,8.96e-05,0.131,0.501,130.033
Search And Destroy,The Stooges,00sydAz6PeOxYzwG1dRIPi,0.235,0.977,0.878,0.107,0.00353,0.00604,0.172,0.241,152.952
Season 2 Episode 3,Glass Animals,4vcoNCrTtunmJ9q8srpVly,0.742,0.289,-7.833,0.115,0.543,4.57e-05,0.228,0.71,147.986
Season Of The Witch,Donovan,6MOEQCtAWNSCmvg3SFKF5y,0.516,0.513,-10.762,0.0288,0.159,0.00957,0.0612,0.694,99.735
Secret Agent Man,Johnny Rivers,2BlaUfBTbWG50DoZHBD1uV,0.539,0.452,-16.838,0.0461,0.0238,0.0197,0.944,0.928,163.101
Secrets,OneRepublic,1NhPKVLsHhFUHIOZ32QnS2,0.516,0.764,-6.223,0.0366,0.0717,0.0,0.115,0.376,148.021
Send Me On My Way,Rusted Root,6hs3SDnbO3f6VQuPO4KBEb,0.5,0.681,-9.556,0.0672,0.114,4.01e-05,0.139,0.745,119.46
Sexy Lady,Jessie J,60YqDe8UqfRaSFZ6TvPI9u,0.71,0.841,-7.082,0.0466,0.00542,1.56e-05,0.0712,0.942,127.989
Sexy People (The FIAT Song),Arianna,4X06LeyOO0NZoqOowDmp3a,0.708,0.79,-4.49,0.0544,0.015,3.22e-05,0.272,0.657,131.075
Shake Up Christmas,Train,1NghHeg0wE32eBYrQBVQXL,0.458,0.831,-2.187,0.0654,0.0031,0.0,0.337,0.572,81.531
Shambala,Three Dog Night,0P6fEgTn3cxLLyYTJYoYGj,0.551,0.62,-11.464,0.0348,0.64,0.00147,0.559,0.834,127.495
She Is Love,Parachute,2Dz5WpEWA0vhnMmEPYiZ2y,0.629,0.174,-9.697,0.141,0.616,0.0,0.118,0.305,134.295
She's A Rainbow,The Rolling Stones,61IBpJ6TymrEwd7bz3oPNp,0.472,0.75,-10.434,0.0371,0.415,0.0206,0.369,0.529,109.251
She's So High,Tal Bachman,7mnGQesk1TzQLzQ9bYWZPR,0.537,0.84,-4.626,0.0363,0.2,2.15e-06,0.0998,0.211,124.269
Shine,Take That,0HymmN4yq935nqPLMjKNit,0.581,0.852,-3.4,0.0372,0.0312,0.0,0.103,0.765,90.01
Short Shorts,The Royal Teens,2razPef7w7IoxNvG8plxsC,0.753,0.81,-12.342,0.0589,0.621,0.0328,0.0891,0.892,127.727
Shot In The Dark,AC/DC,6ZtrGCcn38kGImt2GPFbJB,0.599,0.787,-4.708,0.0338,2.07e-05,5.27e-05,0.064,0.822,114.065
Should I Stay or Should I Go,The Clash,39shmbIHICJ2Wxnk1fPSdz,0.743,0.836,-6.465,0.116,0.0804,0.0,0.384,0.82,113.375
Show Me Love,Hundred Waters,5PnBpKOVvQxeFvXVNYSoxs,0.418,0.794,-4.973,0.0816,0.08,0.0,0.329,0.178,129.434
Show Me What You Got,Jay-Z,1SlPhbS52PbNqqVCqGU12I,0.431,0.957,-0.982,0.26,0.0261,0.0,0.261,0.419,105.468
Singin' In The Rain,Gene Kelly,1ZEVSOFaWo6hWpuSsx1Xwr,0.271,0.249,-11.623,0.0396,0.98,0.0217,0.171,0.345,67.936
Sinnerman,Nina Simone,5xRP5iyVdGglqlY4Vcjhkx,0.436,0.543,-13.351,0.0962,0.654,9.35e-06,0.0937,0.663,148.282
Sirius,The Alan Parsons Project,4OV0sRTFrZLXaZZ1sS9hLn,0.624,0.396,-15.411,0.034,0.0647,0.909,0.113,0.0388,111.401
Skinnamarink,"Sharon, Lois & Bram",7kvRLCxTBWILHWiWRvgipl,0.651,0.189,-17.966,0.0536,0.888,0.00112,0.0807,0.436,106.248
Slave To The Rhythm,Michael Jackson,4h5KB1btt2aZBq9EJHmWF4,0.739,0.96,-2.293,0.0581,0.146,3.68e-05,0.38,0.722,125.02
Sleepyhead,Passion Pit,4prEPl61C8qZpeo3IkYSMl,0.568,0.719,-5.406,0.0354,0.0892,1.84e-06,0.233,0.539,106.036
Slow Hand,The Pointer Sisters,3fvDLsiTHPQNgzuMd3Mpb5,0.826,0.558,-7.766,0.0322,0.403,1.94e-05,0.0631,0.359,110.77
Smoke On The Water,Deep Purple,5SAUIWdZ04OxYfJFDchC7S,0.632,0.586,-11.333,0.0284,0.0983,0.581,0.0535,0.89,114.243
Smooth Sailing,Queens of the Stone Age,5fb0p81SAZBkZEvmLAfGKz,0.587,0.874,-3.597,0.0548,0.0546,0.000452,0.0511,0.469,95.012
So Alive,The Goo Goo Dolls,0Se1ajfYEa51gkPKV5UgLV,0.62,0.807,-5.526,0.032,0.00496,0.00243,0.162,0.529,75.979
Soak Up The Sun,Sheryl Crow,215JYyyUnrJ98NK3KEwu6d,0.717,0.733,-4.985,0.0427,0.0398,0.0,0.136,0.713,119.996
Somebody's Watching Me,Rockwell,6zAaM3FFUaUineZXXzJlVy,0.781,0.599,-6.348,0.0315,0.0355,0.000244,0.0917,0.854,124.112
Something,The Beatles,0pNeVovbiZHkulpGeOx1Gj,0.396,0.338,-10.872,0.0304,0.198,2.62e-06,0.138,0.377,133.522
Something In The Air,Thunderclap Newman,0emd9tHSVP4dK6UG4pcOFD,0.506,0.402,-11.743,0.0256,0.307,1.25e-05,0.0814,0.54,94.221
Something New,Axwell Ingrosso,5C4NMi4fPpdFPnMZVsyG8H,0.577,0.851,-3.975,0.0339,0.0197,0.000462,0.118,0.396,129.952
Somewhere Only We Know,Keane,0ll8uFnc0nANY35E0Lfxvg,0.453,0.655,-4.22,0.0259,0.0794,7.61e-06,0.0849,0.368,172.012
Somewhere Only We Know,Lily Allen,1mvfvDZOybiEgS1ecJxt9W,0.313,0.286,-10.593,0.0324,0.934,0.0451,0.0974,0.287,80.925
Son Of A Preacher Man,Dusty Springfield,7odHgoLFi3GQ90E9PeraI3,0.401,0.498,-10.682,0.0757,0.394,0.0,0.13,0.816,181.701
Song 2,Blur,1FTSo4v6BOZH9QxKc3MbVM,0.674,0.789,-6.903,0.0676,0.00178,0.0071,0.0754,0.918,129.804
Soul Survivor,Rita Ora,2M9DRvhorbm60uF6ygEaiv,0.427,0.383,-7.725,0.0326,0.591,0.0,0.0982,0.289,97.26
Sound & Color,Alabama Shakes,42Z8moYh30XOVffltDDUgK,0.548,0.412,-7.398,0.0736,0.852,0.611,0.0854,0.151,114.928
Space Oddity,David Bowie,72Z17vmmeQKAg8bptWvpVG,0.31,0.403,-13.664,0.0326,0.0726,9.27e-05,0.139,0.466,134.48
Spaceman,Babylon Zoo,0uQcP7QVoLvaFsORsdrgNh,0.46,0.873,-7.96,0.0602,0.0161,4.27e-05,0.255,0.485,146.247
Spirit In The Sky,Norman Greenbaum,0jvN7eQJJt4nxQzgQfZ1SP,0.609,0.617,-7.091,0.0307,0.0994,0.00404,0.118,0.543,128.903
Spread Your Love,Black Rebel Motorcycle Club,4mpAm83XX1iS63l8wmkEC6,0.415,0.901,-3.124,0.0428,0.00987,0.361,0.136,0.424,128.216
St. Elmos Fire (Man In Motion),John Parr,1A2PWRltFrX8iB8IP3CUgo,0.612,0.6,-10.945,0.0327,0.15,3.04e-06,0.222,0.471,111.203
Stacy's Mom,Fountains of Wayne,27L8sESb3KR79asDUBu8nW,0.774,0.75,-4.927,0.0412,0.00207,1.78e-05,0.0808,0.927,118.015
Stand By Me,Ben E. King,3SdTKo2uVsxFblQjpScoHy,0.65,0.306,-9.443,0.0393,0.57,7.07e-06,0.0707,0.605,118.068
Standing on the Sun,Beyoncé,7jpSvCrFev9EBb5RSmoRTa,0.354,0.808,-6.477,0.176,0.023,2.42e-05,0.259,0.397,195.956
Starman,David Bowie,0pQskrTITgmCMyr85tb9qq,0.486,0.449,-10.298,0.0267,0.166,2.23e-06,0.54,0.549,100.456
Start Me Up,The Rolling Stones,7HKez549fwJQDzx3zLjHKC,0.631,0.932,-4.142,0.0354,0.0436,0.137,0.0918,0.971,122.429
Stay Another Day,East 17,4wYCe9tSmUolNU4WmJKbZy,0.524,0.489,-7.828,0.0274,0.578,0.000624,0.186,0.443,127.768
Stompa,Serena Ryder,3zIEvMYvCM0jiszho8jaFH,0.668,0.809,-4.467,0.0373,0.129,3.9e-06,0.139,0.392,82.871
Strange and Beautiful (I'll Put a Spell on You),Aqualung,4CXYAsd8WrVbxvbJ4k22gy,0.644,0.19,-13.068,0.031,0.685,0.0902,0.0779,0.32,109.959
Strangers in the Night,Frank Sinatra,74VR3AkGPhbYXnxcOYa16x,0.259,0.473,-8.275,0.0295,0.592,0.0,0.201,0.539,90.348
Stranglehold,Ted Nugent,2f0P7iELCvAlV8j6Z3rGDE,0.484,0.711,-7.784,0.0331,0.0183,0.173,0.0941,0.49,148.189
Strawberry Letter 23,The Brothers Johnson,00kvKlIvfzQLSi6T2zwXuS,0.73,0.622,-11.7,0.0532,0.269,0.00874,0.111,0.752,90.973
Strong,Will Hoge,1TbUqVM91aM5hdXicZ5G6P,0.609,0.396,-10.461,0.0338,0.479,0.0,0.123,0.347,73.985
Stronger (What Doesn't Kill You),Kelly Clarkson,6D60klaHqbCl9ySc8VcRss,0.562,0.939,-4.282,0.0475,0.046,0.0,0.112,0.684,116.044
Style,Taylor Swift,4lIxdJw6W3Fg4vUIYCB0S5,0.598,0.786,-5.572,0.0382,0.00256,0.00143,0.117,0.456,95.021
Such Great Heights,The Postal Service,4G21jWo0Cm6lOIUNnZ2mUI,0.644,0.808,-7.268,0.0513,0.0467,0.187,0.0652,0.175,174.98
Sugar,Maroon 5,2iuZJX9X9P0GKaE93xcPjk,0.748,0.788,-7.055,0.0334,0.0591,0.0,0.0863,0.884,120.076
Sugar,Robin Schulz,5tf1VVWniHgryyumXyJM7w,0.636,0.815,-5.098,0.0581,0.0185,0.0,0.163,0.636,123.063
Sun Is Shining,Axwell Ingrosso,4b2tcjrG1qUkSdsqEFP2dB,0.467,0.757,-3.01,0.0517,0.0866,0.0,0.0742,0.383,131.993
Sunday Morning,The Velvet Underground,11607FzqoipskTsXrwEHnJ,0.506,0.442,-13.268,0.0276,0.0869,0.00239,0.0846,0.532,105.826
Sunglasses At Night,Corey Hart,1QbQL5m30YNvukitIqAnFG,0.686,0.609,-11.469,0.0444,0.258,0.00015,0.113,0.719,127.736
Sunshine,Tieks,3jbsz68DZXoqTlCz0n05xn,0.613,0.822,-3.995,0.0398,0.183,0.0,0.478,0.576,116.981
Sunshine Superman,Donovan,4RGxUjaCmVtD30pIhtEi7w,0.629,0.677,-7.239,0.0299,0.122,9.72e-06,0.0962,0.627,132.783
Surfin' Bird,The Trashmen,7EjyzZcbLxW7PaaLua9Ksb,0.564,0.959,-13.125,0.0697,0.0149,0.631,0.208,0.829,101.237
Swagger Jagger,Cher Lloyd,4WC1QKJvvYiVtMTI1KgkzS,0.661,0.84,-2.84,0.0969,0.0167,0.0,0.501,0.571,128.054
Sweat Shock,J. Roddy Walston & Business,4vtiMtq0oygiRCnKX1D7gg,0.493,0.95,-3.567,0.21,0.066,0.000329,0.0615,0.169,113.107
Sweet About Me,Gabriella Cilmi,0aeWFHCKwVoavQdpduyB1Q,0.667,0.714,-5.155,0.0288,0.0673,1.01e-06,0.0957,0.553,132.035
Sweet Child O' Mine,Taken by Trees,0uZqwjV40JTQ7KxU8a5GZR,0.545,0.488,-10.95,0.0282,0.75,0.336,0.0779,0.447,118.118
Sweet Dreams,Beyoncé,1FKxKGONukVFXWVJxAKmlz,0.694,0.825,-5.986,0.111,0.0895,1.86e-05,0.0618,0.788,121.949
Tainted Love,Soft Cell,58E1XVmZTODC67YNjneuXM,0.542,0.45,-9.931,0.0361,0.558,6.43e-06,0.579,0.626,144.437
Take Me,Paloma Faith,3MKDqBiMYQf1TXmP7VhO5Y,0.61,0.903,-3.9,0.327,0.422,0.0,0.152,0.651,100.978
Take Me to Church,Hozier,1CS7Sd1u5tWkstBhpssyjP,0.566,0.664,-5.303,0.0464,0.634,0.0,0.116,0.437,128.945
Take On Me,a-ha,2WfaOiMkCvy7F5fcp2zZ8L,0.573,0.902,-7.638,0.054,0.018,0.00125,0.0928,0.876,84.412
Take a Walk,Passion Pit,4Sfa7hdVkqlM8UW5LsSY3F,0.566,0.755,-5.526,0.0368,0.0338,0.0,0.315,0.445,101.006
Takin' Care Of Business,Bachman-Turner Overdrive,0lzNXoZINVBLHWNIxKxWOo,0.724,0.703,-14.007,0.0498,0.0488,2.69e-06,0.146,0.965,129.985
Tall Cool One,Robert Plant,6vejDalRlBqPrr7s3iwi9U,0.614,0.93,-4.977,0.0648,0.00515,0.00297,0.264,0.508,159.262
Tarzan Boy,Baltimora,273uCXd7NPrInaiNqtkOrA,0.684,0.573,-12.3,0.0261,0.318,0.028,0.306,0.716,107.363
Taxman,The Beatles,4BRkPBUxOYffM2QXVlq7aC,0.469,0.596,-8.348,0.0749,0.0101,0.0,0.321,0.783,133.586
Teach Your Children,"Crosby, Stills, Nash & Young",29HaKOpeLSYvqdFyEQSRdj,0.497,0.285,-14.537,0.0264,0.643,1.66e-05,0.389,0.667,154.7
Tell The World,Eric Hutchinson,0ifc4mq2mVNefgQFmtXQpt,0.669,0.854,-5.899,0.0431,0.0653,0.0,0.288,0.706,120.035
Tempted,Squeeze,5r2z0FHOoFI06GZEVGDjzM,0.729,0.356,-13.743,0.0347,0.0916,0.0905,0.052,0.392,95.026
Ten Feet Tall,Afrojack,2ldAdghnrO34HPcZ0IWfTu,0.523,0.861,-3.447,0.0644,0.0336,0.0,0.144,0.346,127.049
That's It (I'm Crazy),Sofi Tukker,3quo1L37ZrOXs35UjnwJ2L,0.798,0.543,-6.258,0.0495,0.0133,0.000468,0.147,0.532,115.094
That's My Girl,Fifth Harmony,2ACOWPLUe4A4KuQ5ioD2od,0.596,0.851,-4.245,0.121,0.0358,3.19e-05,0.365,0.612,202.049
That's The Way (I Like It),KC & The Sunshine Band,1qiQduM84A0VeH8Y2uAbqi,0.68,0.877,-10.241,0.0353,0.191,0.000656,0.349,0.922,108.674
The Ballad Of Jed Clampett,"Flatt, Scruggs",1Wf71eeA52D1hOtkh6g2Ga,0.525,0.494,-15.221,0.0378,0.185,0.00013,0.414,0.966,137.269
The Blood That Moves the Body,a-ha,49TbwpBDgLMIYVDhJs9Fru,0.714,0.474,-13.67,0.0352,0.00573,0.0308,0.0884,0.798,123.086
The Boys Are Back In Town,Thin Lizzy,43DeSV93pJPT4lCZaWZ6b1,0.445,0.706,-9.803,0.0461,0.234,0.000252,0.205,0.768,80.823
The Gambler,Kenny Rogers,5KqldkCunQ2rWxruMEtGh0,0.671,0.501,-13.119,0.0594,0.342,0.0,0.194,0.86,87.04
The Girl From Ipanema,"Stan Getz, Astrud Gilberto",3898C4AbdbptwYet6547e5,0.664,0.194,-15.487,0.0357,0.909,3.85e-05,0.0829,0.443,129.863
The Golden Age,The Asteroids Galaxy Tour,0iC9wa4ARcVk0oV1zXpwjv,0.567,0.916,-2.3,0.0547,0.13,1.19e-05,0.169,0.734,169.966
The Hippopotamus,Flanders & Swann,02bNtI8mb8gEw0xpxlyByG,0.63,0.415,-12.544,0.729,0.815,0.0,0.797,0.521,107.005
The Joke,Brandi Carlile,18k8IlS52uxRWObykDUZFG,0.236,0.578,-5.477,0.0404,0.327,0.00015,0.206,0.227,75.367
The Joker,Steve Miller Band,1bp2IO61zbQrbWNmKKxg3f,0.596,0.448,-9.616,0.0396,0.365,5.3e-06,0.206,0.796,83.293
The Look,Roxette,79LdvxXi5JYUjhnO7v9Fi3,0.634,0.838,-5.363,0.0413,0.0531,8.34e-06,0.0522,0.541,95.011
The Man,Aloe Blacc,2stPxcgjdSImK7Gizl8ZUN,0.308,0.769,-7.256,0.065,0.0331,0.0,0.214,0.488,81.853
The Middle,Zedd,09IStsImFySgyp0pIQdqAc,0.753,0.657,-3.061,0.0449,0.171,0.0,0.112,0.437,107.01
The Ones That Like Me,Brantley Gilbert,3I74lFPU8RE17EIfYz351J,0.437,0.834,-3.807,0.0404,0.0329,1.03e-06,0.383,0.436,154.053
The Payback,James Brown,5OcyX5eg7VrJuI833qOCUc,0.868,0.644,-10.987,0.194,0.159,0.00018,0.901,0.785,97.933
The Power Of Love,Gabrielle Aplin,17O2PjGN9JjxHweAvjjSa2,0.294,0.294,-9.848,0.0301,0.9,2.48e-05,0.103,0.18,75.217
The Rubberband Man,The Spinners,13Mzsb8VzRSZ5w3pM48cn6,0.801,0.446,-14.605,0.0735,0.74,0.038,0.0832,0.925,97.898
The Show,Lenka,1mHoqHeQClLBp5UO3TbUac,0.753,0.59,-4.144,0.0317,0.259,0.0,0.0836,0.593,123.028
The Snake,Al Wilson,3UMqQ1QTgvAj8FTQMoNPfk,0.548,0.464,-14.469,0.0414,0.361,0.0,0.107,0.925,148.191
The Sunnyside Of The Street,The Pogues,1gyCtXIRuolBdRe4bVVF1u,0.458,0.752,-10.64,0.0387,0.0161,0.000126,0.399,0.558,168.818
The Thieving Magpie Overture,Gioachino Rossini,5o4pgCR3JIeIbzwqBfjmtn,0.304,0.157,-20.845,0.0524,0.832,0.357,0.119,0.43,159.452
The Times They Are A-Changin',Bob Dylan,52vA3CYKZqZVdQnzRrdZt6,0.389,0.396,-7.999,0.0332,0.887,0.0,0.0828,0.585,171.86
The Universal,Blur,0qmCWYu7hOvriyuqXfPw7I,0.317,0.571,-7.669,0.0283,0.158,2.95e-06,0.0848,0.234,163.036
The Way That I Live,Ed Harcourt,19T698G544tvThBY8HmEKM,0.218,0.457,-6.898,0.0298,0.868,0.00173,0.0908,0.234,85.089
The Way You Look Tonight,Fred Astaire,1ndRc8gZMyybqhTMhZjPot,0.453,0.159,-11.474,0.0302,0.991,0.342,0.0869,0.18,75.682
The Yeah Yeah Yeah Song,The Flaming Lips,2mlIzqDE7RaMaMx1UPdsXL,0.636,0.887,-4.354,0.0475,0.00257,5.18e-05,0.293,0.35,107.984
Theme From Harry's Game,Clannad,2hcxPnu5RljXH0eMOtctuF,0.205,0.255,-13.78,0.0341,0.952,0.0192,0.115,0.0377,68.685
Theme From Mission: Impossible,Lalo Schifrin,1XnzC28Z5QSglwHBDvGTtN,0.617,0.806,-7.003,0.0273,0.0945,0.901,0.0879,0.774,91.051
There is a Mountain,Donovan,4cOt4yXLpE0i24ZudX8qFC,0.677,0.721,-8.2,0.216,0.697,0.0,0.158,0.917,87.181
These Boots Are Made For Walkin',Nancy Sinatra,2nwCO1PqpvyoFIvq3Vrj8N,0.74,0.392,-11.996,0.0824,0.483,1.11e-06,0.0965,0.387,82.742
Thick As A Brick,Jethro Tull,0eufeeCADKlpxLA7HATWBW,0.435,0.466,-10.856,0.0557,0.158,0.00315,0.132,0.646,92.516
Think,Aretha Franklin,4yQw7FR9lcvL6RHtegbJBh,0.687,0.63,-10.817,0.0389,0.251,0.0,0.221,0.926,110.051
This Is Me,Keala Settle,45aBsnKRWUzhwbcqOJLwfe,0.284,0.704,-7.276,0.186,0.00583,0.000115,0.0424,0.1,191.702
This Land Is Your Land,Woody Guthrie,3ZjrfGcb3A2PMGA1vRNgSk,0.606,0.0977,-15.668,0.0451,0.962,0.00148,0.126,0.551,105.593
This Will Be (An Everlasting Love),Natalie Cole,0PDCewmZCp0P5s00bptcdd,0.685,0.623,-11.146,0.042,0.228,0.00234,0.0295,0.896,126.739
Three Little Birds,Bob Marley & the Wailers,6A9mKXlFRPMPem6ygQSt7z,0.814,0.482,-10.493,0.0588,0.0111,1.57e-06,0.0476,0.615,148.404
Thriller,Michael Jackson,7azo4rpSUh8nXgtonC6Pkq,0.764,0.887,-3.726,0.0744,0.0816,0.00011,0.847,0.72,118.427
Thunder,Imagine Dragons,1zB4vmk8tFRmM9UULNzbLB,0.605,0.822,-4.833,0.0438,0.00671,0.134,0.147,0.288,167.997
Thunderclouds,LSD,4lJNen4SMTIJMahALc3DcB,0.69,0.714,-5.948,0.0338,0.0077,7.23e-05,0.191,0.489,112.009
Thunderstruck,AC/DC,57bgtoPSgt236HzfBOd8kj,0.502,0.89,-5.175,0.0364,0.000147,0.0117,0.217,0.259,133.52
Tighten Up,The Black Keys,2MVwrvjmcdt4MsYYLCYMt8,0.504,0.705,-6.179,0.0665,0.00121,4.12e-06,0.453,0.567,108.965
Time After Time,Cyndi Lauper,7o9uu2GDtVDr9nsR7ZRN73,0.726,0.449,-9.206,0.0286,0.487,1.34e-06,0.0824,0.294,130.388
Time In A Bottle,Jim Croce,561F1zqRwGPCTMRsLsXVtL,0.544,0.265,-11.952,0.035,0.848,0.0,0.196,0.7,133.837
Time Of The Season,The Zombies,5AJrhrwz4oSZX2PwwV4qrN,0.537,0.7,-6.852,0.0366,0.142,1.58e-06,0.383,0.695,117.111
Times Of Your Life,Paul Anka,3AdX0KdVoMBqe82b19rWAU,0.391,0.441,-9.876,0.0267,0.573,0.0,0.0665,0.513,76.524
To Live And Die In L.A.,Wang Chung,484UGDCYPabFJ7JqhmU6RN,0.745,0.498,-12.887,0.0322,0.183,0.16,0.285,0.763,106.993
To Love Somebody,Bee Gees,0mbS3VwRbO6HVBMPXnzOGA,0.423,0.384,-12.503,0.0315,0.729,4.11e-06,0.27,0.521,90.43
Tongue Tied,Grouplove,0GO8y8jQk1PkHzS31d699N,0.56,0.936,-5.835,0.0439,0.00847,0.0,0.161,0.371,112.96
Tonight is The Night,Outasight,0tr0D36L1RwPdUTFfyNq37,0.625,0.786,-3.814,0.0465,0.0343,1.05e-06,0.202,0.537,119.982
"Tonight, Tonight, Tonight",Genesis,3qmYlsTbC9CD9SGoVmaEDa,0.571,0.502,-14.405,0.0303,0.0158,0.014,0.0849,0.316,98.058
Too Close,Alex Clare,4sK96UnGx3NjBaqvfTG2dm,0.584,0.712,-4.311,0.0395,0.0112,1.05e-06,0.114,0.286,126.043
Total Eclipse Of The Heart,Bonnie Tyler,7wuJGgpTNzbUyn26IOY6rj,0.431,0.723,-5.887,0.056,0.145,0.0,0.375,0.189,130.547
Touch,Natasha Bedingfield,0dymxo2LSNSMvs6n2PVe90,0.733,0.844,-4.078,0.0343,0.0625,0.0,0.154,0.385,124.078
Toyland,Doris Day,1vrZjaOYLsl6sQMDSqfqlk,0.217,0.0993,-20.726,0.0374,0.96,0.0173,0.0932,0.0735,124.772
Trampoline,Shaed,0lsRatBUs9HNIZAmoGABzk,0.689,0.412,-7.523,0.0301,0.488,0.00016,0.0659,0.537,126.754
Treat Myself,Meghan Trainor,64BWkOjyNcmXoWH0b0Wq4R,0.689,0.684,-4.561,0.0463,0.00284,0.0,0.758,0.692,107.989
Trouble,Ray LaMontagne,5aGkIyzLVYGuLIHkxpNAFF,0.325,0.424,-12.733,0.0438,0.341,0.000267,0.23,0.494,173.352
True Colors,Cyndi Lauper,2A6yzRGMgSQCUapR2ptm6A,0.397,0.207,-13.155,0.0331,0.701,3.07e-05,0.116,0.268,171.282
Try A Little Tenderness,Otis Redding,36AlMHDBFwSsD3FQOy1R81,0.587,0.133,-15.151,0.0565,0.186,2.26e-05,0.258,0.068,102.938
Turn Down For What,DJ Snake,67awxiNHNyjMXhVgsHuIrs,0.818,0.799,-4.1,0.156,0.00107,0.128,0.057,0.0815,100.014
Two Princes,Spin Doctors,4ePP9So5xRzspjLFVVbj90,0.543,0.912,-10.71,0.0601,0.00162,2.1e-06,0.0565,0.836,103.731
Two Tickets To Paradise,Eddie Money,22CIOfLZB9z8He7WgHYAgH,0.623,0.68,-13.255,0.0282,0.0056,0.000425,0.148,0.737,129.713
Under The Milky Way,The Church,1RCtHLyq1xIbgGMrYRrKJ2,0.578,0.583,-13.416,0.0269,0.0548,0.199,0.125,0.519,135.986
Underdog,Kasabian,3PbsDnKdrZY0ttX7VE9s5R,0.526,0.895,-5.407,0.0543,0.0603,1.3e-06,0.582,0.655,101.016
Unstoppable,Sia,1yvMUkIOTeUNtNWlWRgANS,0.468,0.779,-4.839,0.0779,0.112,0.000373,0.101,0.26,173.799
Up All Night,Beck,28AgTOIZke8nitD0NNeb3G,0.635,0.909,-4.796,0.0553,0.00384,0.0852,0.239,0.639,110.005
Upside Down,Diana Ross,3pbtBomO4Zt5gGiqsYeiBH,0.873,0.855,-8.559,0.0615,0.179,0.0285,0.0377,0.884,107.868
Venus In Furs,The Velvet Underground,29engDqjmMr3VLqMm0c0WE,0.225,0.618,-9.922,0.0331,0.00137,0.616,0.079,0.567,144.724
Vida 23,Pitbull,0WBXUygFFQA6UEIVMwpMIA,0.768,0.799,-9.19,0.445,0.0159,2.16e-05,0.0569,0.266,127.941
Viva La Vida,Coldplay,3Fcfwhm8oRrBvBZ8KGhtea,0.486,0.617,-7.115,0.0287,0.0954,3.23e-06,0.109,0.417,138.015
Viva Las Vegas,Elvis Presley,5Q7ayTarb9Tpmkik5cVMug,0.608,0.567,-11.297,0.0445,0.819,0.0,0.344,0.861,144.034
Volunteers,Jefferson Airplane,7pTL00cPeIGhvVNlq5qP0k,0.501,0.825,-7.503,0.0346,0.505,2.2e-05,0.361,0.814,106.923
Waiting Game,Banks,27mT3JdR3sRJyiMBFHdhB4,0.334,0.397,-10.313,0.0328,0.658,0.00014,0.136,0.225,129.127
Walking In Memphis,Marc Cohn,5fgkjhICZnqFctrV0AyuQD,0.567,0.512,-8.831,0.0357,0.545,0.0,0.296,0.334,130.271
Walking On A Dream,Empire of the Sun,5r5cp9IpziiIsR6b93vcnQ,0.871,0.701,-5.594,0.0458,0.257,7.52e-06,0.0589,0.716,126.975
Warm This Winter,Gabriella Cilmi,3BfYDQC9SKBN1QCWVGb7C4,0.568,0.928,-4.044,0.111,0.208,0.0,0.155,0.669,169.91
